segclass,funclass,x,y
M,M,6295980.951,1827505.984
5,L,6259404.512,1838967.458
M,M,6295975.351,1827863.956
Z,7,6328667.94,1961976.782
5,L,6311497.752,1793053.562
Z,7,6333590.075,1938884.386
Z,7,6295812.593,1825893.234
5,L,6266170.978,1860932.974
Z,U,6334064.787,1939106.251
5,L,6298409.164,1877283.391
5,L,6334693.53,1865321.885
5,L,6323244.767,1858308.17
5,L,6267767.939,1996351.16
5,L,6267802.272,1996445.402
5,L,6252227.004,1938586.004
5,L,6269556.776,1860498.8
5,L,6269135.523,1860801.926
5,L,6320152.312,1859460.961
5,L,6284819.991,1846683.0
5,L,6283965.914,1845862.894
Z,7,6322554.863,1885010.534
5,L,6251690.941,1927138.024
5,L,6324517.913,1954579.647
4,C,6323201.318,1888098.384
4,C,6323109.809,1888074.46
5,L,6336253.312,1871819.738
5,L,6336180.099,1871763.913
5,L,6336672.944,1871319.354
Z,7,6329134.643,1931862.018
Z,7,6272162.451,2079247.425
W,W,6364419.101,1941574.911
W,W,6363556.663,1941742.2
W,W,6364162.63,1940874.812
Z,L,6327414.882,1883174.643
5,L,6337656.0,1897942.0
5,L,6271493.487,1982337.763
M,M,6205429.742,2039727.858
5,L,6294531.461,1842953.26
2,6,6322221.073,1862183.203
5,L,6272758.659,1977056.965
M,M,6204389.421,2039099.986
M,M,6210248.737,2034216.279
P,P,6274121.368,1863903.69
P,P,6274405.499,1863992.956
P,P,6274353.626,1863708.315
P,P,6273807.899,1863567.984
5,L,6300106.282,1949410.337
Z,7,6250498.009,1965486.008
5,L,6296938.963,1877078.097
5,L,6296890.418,1877028.263
5,L,6297466.166,1876973.719
5,L,6297386.187,1876984.148
5,L,6297454.001,1876907.54
Z,7,6273610.366,2079227.224
P,P,6274092.151,1864060.178
5,L,6336007.448,1839800.714
5,L,6335798.013,1838718.986
5,L,6336850.269,1894215.412
5,L,6323564.022,1922695.771
5,L,6327853.937,1868553.963
Z,7,6271180.351,2076449.274
5,L,6320339.295,1853222.324
5,L,6325278.455,1957552.616
5,L,6325766.299,1957588.031
Z,P,6325973.017,1939132.499
P,P,6244694.018,1971984.262
3,4,6245400.0,1958370.001
Z,7,6271654.241,2079252.311
Z,7,6271048.469,2079232.975
Z,7,6272492.773,2079236.607
Z,P,6325969.982,1939308.5
Z,7,6254465.341,1857695.257
5,L,6443760.792,2066244.526
Z,U,6318418.034,1941975.41
5,L,6335745.511,1838662.663
5,L,6334960.912,1889632.955
Z,7,6372012.5,2048380.944
P,P,6558867.012,1834418.57
5,U,6401540.821,2067287.764
Z,7,6395721.773,1944718.415
Z,7,6322275.771,1888465.014
5,L,6497417.126,1998657.864
5,L,6330489.67,1875558.232
Z,7,6322215.299,1888591.073
5,L,6266889.162,1996022.477
5,L,6268130.292,1996579.263
5,L,6267946.747,1996694.377
5,L,6266821.237,1996100.078
5,L,6266921.944,1996215.451
5,L,6267102.094,1995998.648
Z,7,6246444.607,1986471.335
M,M,6214625.331,2025767.482
M,M,6211636.057,2025444.087
5,L,6267858.612,1995928.601
5,L,6268092.496,1996209.203
5,L,6267911.817,1996281.867
5,L,6290364.703,2092104.991
5,U,6390636.328,2001552.2
5,L,6268052.728,1996415.058
5,L,6262467.667,2087365.95
5,L,6267302.818,1996124.856
5,L,6267161.765,1996322.47
Z,7,6331755.853,2047370.794
Z,7,6247149.992,1987076.604
Z,7,6247325.825,1986528.885
7,7,6372060.087,2043252.022
Z,7,6247092.806,1986534.818
Z,7,6246684.281,1986473.202
Z,7,6339202.566,2046355.188
M,M,6189614.371,2056476.244
Z,7,6333278.712,1813729.702
3,4,6294533.699,2016959.463
Z,7,6271127.053,2068449.687
5,L,6400384.899,2067249.221
5,L,6440360.715,2054774.189
Z,7,6480060.576,2021269.999
H,L,6308639.286,1845993.595
7,7,6307852.998,1845524.496
5,L,6430412.968,2077317.724
Z,7,6352456.18,1792572.503
Z,7,6356517.372,1791527.209
M,M,6201095.28,2041631.023
Z,7,6579303.178,1805878.16
H,L,6308083.35,1844914.298
2,6,6546449.824,2051298.034
M,M,6168905.706,2090314.831
M,M,6175238.836,2089691.955
5,L,6501100.244,1875425.143
5,L,6499951.142,1884604.061
5,L,6282898.657,1857149.614
5,L,6262012.258,1845618.677
Z,7,6255794.563,1888627.513
Z,U,6339489.595,2047718.442
Z,7,6254055.564,1877266.636
M,M,6172545.812,2090434.513
M,M,6172832.758,2090415.017
M,M,6236147.918,2054101.738
M,M,6221836.498,2050627.004
M,M,6221684.116,2050246.563
Z,7,6385356.417,1864312.987
M,M,6253049.998,2079374.136
Z,7,6247170.003,1986261.24
W,W,6476124.077,1884509.049
5,L,6245695.863,1987014.608
M,M,6240399.742,2049762.527
M,M,6240343.432,2049427.88
M,M,6241406.722,2049895.029
5,U,6385976.319,1995040.334
Z,7,6341863.436,1886535.945
M,M,6241181.91,2050754.82
M,M,6241692.557,2050329.612
M,M,6241939.423,2051076.129
M,M,6242008.917,2050741.533
5,L,6267842.35,1995431.309
Z,7,6279765.459,2078149.768
4,5,6380526.996,1969348.0
M,M,6235878.927,2054244.087
Z,7,6252799.326,2063923.42
M,M,6237679.78,2051497.0
M,M,6236925.742,2054835.935
M,M,6223865.082,2052021.964
M,M,6224002.796,2052438.636
M,M,6234268.428,2052957.044
W,W,6324657.692,1828652.092
P,P,6268427.91,1952031.735
Z,7,6349130.508,1951363.736
5,L,6316097.963,1988186.235
W,W,6367763.559,1954359.157
P,P,6255514.579,1880433.659
Z,7,6302136.608,1930926.825
Z,7,6302757.52,1931441.314
2,6,6481608.851,1874996.465
5,L,6500224.737,1862359.974
2,6,6481819.957,1875366.457
M,M,6240581.132,2049260.846
M,M,6241494.12,2050057.213
M,M,6240720.508,2050232.488
M,M,6241161.038,2049452.124
5,L,6252288.224,1935529.53
P,P,6258767.982,1895009.511
P,P,6258708.49,1894840.963
Z,7,6301461.235,2060573.046
M,M,6163498.024,2081658.425
M,M,6160552.876,2084348.951
5,L,6249811.546,1936217.041
M,M,6252798.911,1838459.28
M,M,6254726.695,1837693.27
5,L,6338975.049,2071845.836
W,W,6323442.318,1828386.469
5,L,6252922.417,1935588.22
M,M,6236261.909,2065135.444
M,M,6234083.609,2063915.967
Z,7,6278683.884,2078931.376
Z,7,6278493.868,2078902.169
Z,7,6278849.646,2078806.719
5,L,6327388.873,1810249.419
Z,7,6261004.026,1901920.755
M,M,6184671.419,2083665.015
M,M,6185525.372,2083401.182
5,U,6387094.297,1995894.592
M,M,6161743.875,2083179.708
M,M,6204179.371,2039919.798
M,M,6203404.468,2039488.951
4,2,6326275.452,1809707.907
M,M,6216250.838,2034911.867
5,L,6354575.054,1859229.061
M,M,6212021.076,2025189.795
M,M,6212702.335,2024132.457
Z,7,6288204.082,2031414.423
2,6,6325699.25,1832080.532
7,7,6351242.825,1877711.454
5,L,6299227.778,1991412.375
M,M,6206137.62,2039460.756
M,M,6217299.623,2026522.423
Z,7,6345170.83,2037631.97
Z,7,6345583.998,2050601.075
M,M,6211409.025,2024959.598
M,M,6240387.659,2058044.448
M,M,6228327.161,2055293.996
M,M,6239348.736,2058519.873
M,M,6226487.022,2059409.96
Z,7,6288727.634,2030763.027
5,L,6298127.645,1958673.98
Z,7,6288667.855,2030262.393
Z,7,6303231.038,2001050.005
Z,7,6303565.477,2001059.793
M,M,6236923.459,2055632.846
M,M,6236616.47,2055614.89
M,M,6237871.851,2059364.691
M,M,6237118.107,2057492.183
M,M,6231891.0,2068739.0
M,M,6232663.809,2067443.483
M,M,6232929.828,2067094.171
5,L,6299153.927,2010428.736
M,M,6176235.759,2089115.85
M,M,6177418.03,2088871.552
5,U,6385983.822,1996375.669
Z,U,6254623.009,2087581.783
3,4,6152242.952,2090561.016
4,2,6326481.32,1809662.505
4,7,6286862.276,1946367.925
Z,7,6288443.097,2030064.507
Z,7,6288973.924,2027223.225
Z,7,6249917.461,1983634.121
5,L,6266625.462,1896191.702
Z,7,6342444.12,1816554.967
Z,7,6342526.691,1816630.785
Z,7,6262218.124,1992337.704
M,M,6233101.011,2062714.677
M,M,6235351.443,2064581.128
5,L,6262068.265,1992028.904
5,L,6253812.479,1897031.883
M,M,6171552.92,2090502.473
5,U,6508791.676,1895211.253
5,L,6287354.841,1864027.749
5,L,6287400.607,1863919.406
5,L,6287673.879,1863985.021
M,M,6293789.198,1898240.612
M,M,6295198.232,1899003.38
M,M,6257194.895,1824696.88
5,L,6255255.01,2086108.216
M,M,6293636.347,1896521.953
Z,7,6300554.239,1906666.537
M,M,6257644.072,1825367.606
M,M,6257006.529,1825244.712
M,M,6256749.853,1824760.11
M,M,6284506.929,1902516.101
M,M,6282998.714,1901144.838
4,2,6255038.392,1959974.924
Z,U,6282205.839,1971089.066
Z,7,6282163.474,1971180.451
Z,U,6311886.122,2031089.877
P,P,6285987.736,1865841.527
5,L,6295293.717,1901302.185
M,M,6291318.033,1900625.172
M,M,6290665.891,1900234.096
M,M,6289926.723,1900367.386
M,M,6294966.42,1900679.491
M,M,6293987.403,1900429.469
M,M,6295290.698,1900246.756
Z,U,6283106.241,1971393.036
Z,7,6282963.981,1972799.197
M,M,6289387.192,1902411.696
M,M,6290035.084,1899871.367
5,L,6287825.446,1864168.007
M,M,6291202.001,1903571.045
M,M,6289362.983,1905079.994
M,M,6292966.322,1903588.198
M,M,6293492.59,1903234.153
M,M,6293359.976,1903006.625
M,M,6289621.5,1904745.017
M,M,6289354.97,1904416.993
M,M,6289979.815,1902812.232
M,M,6289915.098,1902498.298
M,M,6295340.0,1902456.0
M,M,6252966.589,1836761.381
M,M,6252963.125,1835138.033
M,M,6253309.092,1834699.728
Z,7,6284865.994,1863948.993
M,M,6284262.154,1900800.154
M,M,6284979.545,1899202.822
M,M,6281889.046,1894406.667
M,M,6257105.239,1823995.512
M,M,6269836.883,1840223.966
M,M,6294325.129,1901950.325
M,M,6295056.793,1903384.118
M,M,6293590.465,1903401.653
Z,7,6284930.28,1864069.979
Z,7,6284621.115,1864179.113
Z,7,6284860.904,1864018.771
Z,7,6284332.233,1864060.344
Z,7,6284345.524,1864186.387
5,L,6284958.3,1863935.744
5,L,6285047.966,1864226.599
M,M,6295063.0,1904339.137
M,M,6268209.765,1840517.02
M,M,6270549.326,1840734.463
M,M,6270184.124,1840198.494
5,L,6319124.323,1860714.781
5,L,6300464.807,1831338.303
Z,7,6340899.351,1887547.16
Z,7,6341092.202,1887485.086
Z,7,6341084.275,1887584.459
Z,L,6340990.487,1887585.391
Z,7,6340894.127,1887616.371
Z,7,6341076.297,1887682.97
M,M,6292104.999,1903862.5
M,M,6291207.488,1903810.018
M,M,6291196.5,1903328.017
M,M,6291191.0,1903080.044
M,M,6291182.501,1902702.052
M,M,6289095.5,1904752.031
M,M,6289086.501,1904154.038
M,M,6288887.0,1903887.0
M,M,6289409.994,1903885.0
M,M,6289080.5,1903798.013
M,M,6289105.491,1905346.057
M,M,6287966.113,1904846.722
M,M,6290473.985,1903878.213
M,M,6291460.96,1903868.501
M,M,6291815.999,1903863.498
Z,7,6341421.615,1887715.912
P,P,6290423.0,1832907.999
M,M,6283933.8,1894332.433
M,M,6279957.575,1896958.017
M,M,6290104.014,1832627.903
M,M,6291092.503,1832905.001
P,P,6290423.0,1832718.0
M,M,6291093.0,1832715.0
P,P,6295303.979,1896680.492
P,P,6454139.916,1973066.208
Z,U,6281818.543,1970438.114
M,M,6295148.508,1896027.899
M,M,6270793.055,1840168.997
M,M,6271621.501,1840314.001
M,M,6269474.103,1840137.215
Z,7,6281748.124,1971552.776
Z,7,6281691.293,1971647.365
M,M,6294486.723,1905036.16
Z,7,6341039.37,1887182.431
Z,7,6340928.157,1887141.999
Z,7,6340923.855,1887202.702
Z,7,6341506.467,1887564.635
Z,7,6341490.156,1887332.85
Z,7,6341936.82,1887354.868
Z,7,6342028.761,1887656.674
M,M,6294782.847,1904891.679
M,M,6294446.227,1904909.616
M,M,6294575.652,1904690.242
M,M,6293426.838,1904444.132
5,L,6253818.115,1896322.218
4,C,6342487.741,1818456.02
4,C,6334201.946,1787312.22
M,M,6290758.014,1832624.054
P,P,6454631.727,1973120.114
5,L,6454486.197,1972886.798
Z,7,6259521.752,1901220.822
Z,7,6259881.201,1901169.625
Z,7,6259736.717,1901133.464
Z,7,6259921.492,1901965.192
Z,7,6259432.931,1901044.227
Z,U,6281905.025,1971334.256
Z,7,6257827.979,1899811.458
Z,7,6259158.465,1900829.259
M,M,6291471.826,1894438.169
P,P,6295294.949,1895367.989
M,M,6295130.022,1894965.53
M,M,6295175.0,1897810.969
Z,7,6259669.972,1902269.512
7,7,6259784.333,1902372.143
Z,7,6259500.858,1900590.713
5,L,6300112.237,1831301.573
5,L,6347541.515,1894086.923
Z,7,6249908.598,1983695.606
5,L,6295479.639,1894690.759
M,M,6295169.511,1897380.995
M,M,6295164.5,1897019.97
Z,U,6281966.746,1970801.527
5,L,6262180.195,1992616.508
5,L,6490733.738,1917042.587
5,L,6322739.919,1848920.56
Z,7,6282958.365,1972323.233
Z,U,6280604.191,1970272.047
M,M,6293430.485,1903848.56
Z,7,6342032.614,1886267.108
M,M,6240078.538,2049803.846
M,M,6241282.811,2049664.7
M,M,6240778.338,2050841.585
M,M,6240928.45,2051091.253
M,M,6292770.98,1903858.493
M,M,6293646.951,1904205.237
M,M,6292444.997,1904377.0
M,M,6292450.999,1903861.5
M,M,6289074.394,1903462.043
M,M,6289734.1,1903587.026
M,M,6289725.608,1902886.755
M,M,6289745.677,1902219.945
M,M,6289842.383,1901176.258
M,M,6289061.892,1902779.451
M,M,6293063.995,1902498.0
Z,7,6329154.188,1810645.564
M,M,6291693.996,1902503.998
M,M,6290643.991,1902503.0
M,M,6293274.99,1902495.493
M,M,6294667.943,1902460.429
M,M,6291175.001,1902404.021
M,M,6291171.922,1902308.031
M,M,6291179.937,1902128.37
M,M,6291258.934,1901287.437
M,M,6292587.997,1902500.498
M,M,6291177.0,1902467.013
M,M,6284178.712,1897240.629
M,M,6283959.189,1899504.457
M,M,6284365.708,1898642.088
5,U,6405682.261,1926590.687
M,M,6242591.509,2051682.871
M,M,6242669.397,2051426.675
M,M,6241625.583,2049771.576
5,L,6352009.689,1893100.299
5,L,6351933.731,1893249.184
Z,7,6341486.715,1887127.879
Z,7,6341607.809,1887086.911
Z,7,6341854.269,1887177.411
Z,7,6341820.071,1887003.998
Z,7,6341690.611,1886908.261
5,L,6337466.785,1887078.746
5,L,6336652.965,1887297.252
M,M,6185249.692,2084225.27
P,P,6290422.0,1832479.0
M,M,6291092.0,1832477.0
M,M,6291092.0,1832334.0
P,P,6290758.0,1832238.501
P,P,6290422.5,1832334.001
P,P,6290262.993,1832239.5
5,L,6261670.673,1847708.236
5,L,6261506.812,1847323.696
M,M,6271636.779,1850257.966
M,M,6271883.397,1850227.952
Z,7,6285083.119,1864403.727
Z,7,6284740.574,1864543.401
Z,7,6284954.981,1864254.355
Z,7,6284446.058,1864465.12
Z,7,6284733.594,1864348.725
Z,7,6284965.766,1864353.208
Z,7,6255541.956,1961239.0
Z,7,6341005.369,1887384.328
M,M,6272905.718,1850211.314
M,M,6272515.636,1850148.63
M,M,6273163.14,1850062.981
M,M,6273320.465,1850042.005
M,M,6273775.879,1849953.56
M,M,6285572.0,1844216.0
Z,7,6341124.692,1887294.35
Z,7,6340912.599,1887343.849
Z,7,6340908.73,1887402.155
Z,7,6309084.739,1903070.308
Z,7,6330210.442,1808803.351
Z,7,6329937.652,1808221.218
Z,7,6257243.351,1901783.072
Z,7,6257499.053,1901453.154
7,7,6257508.458,1902214.154
Z,7,6296211.757,1865262.321
M,M,6255701.34,1825921.454
Z,7,6247717.935,1986595.521
Z,U,6279674.587,1968905.924
M,M,6252840.353,1837534.884
5,L,6259517.952,1991190.102
5,L,6535686.665,1860868.417
5,L,6299946.575,1830582.72
5,L,6260484.64,1970194.188
M,M,6173574.863,2090363.975
Z,7,6294819.196,1953922.074
Z,7,6294738.992,1953780.555
6,U,6382529.476,2077186.22
Z,7,6301824.68,1907396.855
P,P,6333807.993,1846013.007
5,L,6347650.998,1894102.497
Z,7,6311523.568,2030444.209
5,L,6255615.358,1971726.478
M,M,6171889.293,2090479.479
M,M,6222730.839,2051408.413
M,M,6222553.041,2051016.422
M,M,6221433.357,2050705.693
5,L,6499901.842,1865528.639
5,L,6318900.0,1860699.0
5,L,6259198.976,1991561.523
M,M,6213985.153,2024563.794
M,M,6215758.36,2024553.071
M,M,6212693.991,2023076.508
M,M,6217498.441,2030509.421
M,M,6216797.859,2031206.4
M,M,6217777.165,2031056.69
H,7,6312608.322,1790109.685
Z,7,6312020.999,1790271.023
Z,7,6311840.5,1790228.008
Z,7,6291611.403,1964161.025
5,L,6298097.275,1877631.295
Z,U,6301636.009,2020818.828
P,P,6324825.129,1786001.391
Z,7,6339324.832,1884654.808
Z,7,6312354.316,1789890.93
Z,7,6312249.088,1789917.787
H,7,6312199.35,1789827.935
Z,7,6312093.396,1789871.24
Z,7,6312006.01,1789742.373
Z,7,6311871.997,1789807.531
Z,7,6311795.494,1789708.186
5,L,6295335.261,1901126.388
5,L,6294886.745,1901395.506
5,L,6252365.031,1938485.809
Z,7,6312199.019,1790277.093
Z,7,6255425.229,1978846.142
5,L,6252289.697,1938287.253
Z,7,6255086.125,1938421.503
Z,7,6341461.844,1886501.176
Z,7,6341630.006,1886596.987
5,L,6295550.979,1900487.24
M,M,6292144.348,1905629.131
M,M,6291907.998,1905631.135
5,L,6300006.399,1830359.379
6,U,6384193.345,2076921.119
5,L,6285283.724,1864497.591
5,L,6285482.483,1865184.219
5,L,6240242.232,1988701.389
7,7,6477358.05,1877946.839
5,L,6243336.878,1997376.572
Z,7,6368589.646,1919042.809
5,L,6376569.91,1812158.64
5,L,6241593.607,1983018.201
5,L,6241694.166,1983167.082
Z,7,6407811.505,1882582.992
5,9,6368553.278,2069357.32
7,9,6369679.794,2068631.623
7,7,6259684.395,1902675.543
7,7,6257528.657,1902715.967
7,7,6257521.739,1903843.696
7,7,6257858.215,1903162.971
5,L,6498547.988,1876678.019
Z,7,6401765.154,1884324.203
6,U,6308603.551,1821854.741
M,M,6206672.565,2038390.254
M,M,6209296.171,2026811.655
M,M,6217863.095,2030352.911
M,M,6205966.984,2038692.627
5,L,6259011.937,1985287.249
Z,7,6259185.775,1985844.441
Z,7,6259212.579,1986189.335
M,M,6254571.573,1829776.62
5,L,6240580.499,1988850.387
5,L,6477069.716,1829262.408
M,M,6207059.284,2037413.279
M,M,6207208.994,2037811.413
M,M,6207114.142,2038809.359
M,M,6207940.903,2036260.866
M,M,6208780.529,2035831.422
M,M,6208537.96,2035719.294
5,L,6255866.421,1987544.387
5,L,6253411.613,1987316.235
Z,U,6279298.654,1967748.55
M,M,6208224.653,2035250.643
5,L,6240904.489,1988756.441
5,L,6500324.777,1863702.344
6,U,6439770.681,1871798.334
5,L,6259786.596,1985444.894
Z,7,6259825.542,1986151.076
Z,7,6239690.45,2006407.117
Z,7,6388055.168,1841198.316
Z,U,6279624.761,1968087.395
Z,7,6288244.397,1808370.967
Z,7,6288126.934,1808344.042
M,M,6231890.073,2069535.618
5,L,6298382.552,1874695.092
5,L,6263364.752,1849372.675
5,L,6284750.753,1834288.459
Z,7,6308907.605,1821550.635
M,M,6231891.0,2068201.0
M,M,6171389.181,2090618.364
M,M,6172678.885,2090425.508
M,M,6174101.552,2090291.484
5,L,6309699.871,1846010.76
H,L,6309658.427,1845910.664
5,L,6275353.831,1984212.465
5,L,6299053.999,1830212.503
5,L,6301090.837,1846944.993
5,L,6296556.965,1850436.459
3,4,6294812.06,1827966.272
Z,7,6321247.332,2020935.706
5,L,6293896.995,2005009.5
5,L,6275874.755,1983697.029
M,M,6291015.499,1799969.013
M,M,6290976.218,1800418.905
M,M,6291346.973,1799721.498
M,M,6290461.873,1800082.368
M,M,6291745.341,1799572.235
M,M,6291773.995,1799232.556
Z,7,6337364.144,1950432.278
5,L,6301861.297,1997100.316
M,M,6181274.71,2119247.339
M,M,6291808.039,1798847.558
6,U,6513329.177,1875939.743
4,5,6264450.782,2086010.063
4,5,6264800.793,2085948.691
M,M,6290930.476,1796202.758
5,L,6293822.023,2005011.499
5,L,6353905.761,2078934.643
M,M,6240948.167,2049320.151
M,M,6289933.344,1800011.459
M,M,6291067.537,1799349.553
M,M,6285118.856,1816970.284
M,M,6291017.032,1795246.148
M,M,6238880.139,2054856.533
M,M,6238674.957,2054680.666
M,M,6224941.834,2053298.409
M,M,6224749.571,2053264.354
Z,7,6367790.216,1918473.026
M,M,6170867.616,2103283.964
Z,7,6259097.365,2074565.093
M,M,6210184.733,2105163.76
3,4,6159433.508,2101756.035
M,M,6163530.163,2100745.183
M,M,6161245.709,2100432.96
M,M,6162830.541,2100089.52
5,L,6336893.86,1824402.712
5,L,6343366.414,1876565.767
Z,7,6313915.829,1812640.312
Z,7,6336819.334,1824275.227
5,L,6321825.87,1843282.607
Z,7,6260383.859,1985797.979
Z,7,6258790.399,1984070.036
4,2,6225671.76,2008273.668
5,L,6357792.558,1878309.075
5,L,6342690.826,1870700.72
W,W,6327772.196,1825282.842
5,L,6539768.024,1863319.98
5,L,6345494.249,1810879.785
5,L,6341716.98,1814456.132
M,M,6202740.369,2041632.102
5,L,6289996.551,1805928.265
M,M,6232510.285,2066789.246
M,M,6232756.124,2065720.971
M,M,6232653.166,2065690.588
5,L,6230396.716,2007429.533
P,P,6331708.336,1782099.982
5,L,6422289.402,1860579.829
Z,7,6375838.067,2075863.767
M,M,6235709.476,2055783.865
5,L,6540695.983,1836766.136
5,L,6543503.413,1863498.522
5,L,6314395.574,1830922.524
5,L,6334600.307,1889368.034
M,M,6209066.325,2035921.511
M,M,6208414.919,2035129.415
M,M,6212559.06,2042662.44
7,7,6231882.413,2027813.489
M,M,6282174.592,1827729.902
M,M,6281779.712,1827855.702
5,L,6264559.496,1871315.519
5,L,6264623.1,1870867.199
5,L,6264579.602,1870714.438
M,M,6212987.124,2046016.262
M,M,6237301.094,2064232.333
M,M,6283179.308,1827743.406
M,M,6281943.338,1827681.845
M,M,6281715.821,1827629.163
M,M,6281494.737,1827584.226
M,M,6282512.509,1827456.011
M,M,6281882.892,1827452.616
M,M,6281657.714,1827412.234
M,M,6281436.715,1827367.3
Z,7,6277744.778,1827152.234
Z,7,6277896.337,1827330.472
P,P,6385136.565,1895903.664
5,L,6385991.763,1891656.022
5,L,6368676.294,1972016.588
4,5,6368733.569,1953235.003
M,M,6221406.718,2051359.345
M,M,6223555.358,2051267.422
M,M,6280650.783,1826110.761
M,M,6280867.208,1825881.208
M,M,6280634.83,1825877.176
M,M,6281189.119,1825858.876
M,M,6280904.081,1825588.911
M,M,6267619.831,1832300.298
M,M,6268643.688,1832067.474
M,M,6269345.96,1832045.819
M,M,6282615.061,1828335.628
M,M,6221629.874,2051247.201
M,M,6222976.099,2050951.281
M,M,6221096.201,2050857.414
5,L,6275848.588,1984076.189
M,M,6270560.934,1832038.341
M,M,6282897.407,1828040.096
M,M,6281207.795,1827313.276
M,M,6281849.563,1827248.561
M,M,6281706.918,1827113.928
M,M,6283055.511,1827306.51
M,M,6281372.05,1827142.547
5,L,6306208.38,2007403.163
7,7,6265414.155,2006126.349
5,L,6311627.293,2001346.393
5,L,6275998.29,1984328.906
6,,6316328.228,2008142.207
Z,U,6303456.255,2020611.383
5,L,6336359.0,1893504.0
5,L,6258730.168,1898501.093
5,L,6313415.294,1831110.933
3,4,6319094.322,1844173.75
3,4,6319041.413,1844169.031
5,L,6258639.822,1876399.414
5,L,6264004.523,1871434.855
5,L,6263978.14,1871243.909
5,L,6264250.223,1871067.353
M,M,6281252.213,1826682.226
M,M,6282067.587,1827019.082
M,M,6281544.725,1826961.238
M,M,6281075.866,1826862.875
M,M,6281007.732,1826015.661
M,M,6280955.464,1826400.466
Z,U,6353060.753,2041556.988
M,M,6232944.719,2061795.133
M,M,6232428.299,2061205.323
M,M,6231852.092,2060098.638
M,M,6231347.612,2059908.792
5,L,6545697.068,1927851.459
M,M,6224110.568,2051570.037
M,M,6224789.677,2052324.182
5,L,6265875.61,1875242.769
5,L,6263730.481,1871405.512
M,M,6159772.971,2087438.352
M,M,6225742.719,2052015.08
5,L,6257965.542,1876170.25
3,4,6327644.393,1854608.607
5,L,6273802.878,1855618.341
5,L,6258283.18,1855652.087
Z,7,6292250.217,1792992.332
5,L,6295416.881,2004546.718
Z,7,6263890.879,2005093.863
5,L,6313986.395,1831169.339
M,M,6219674.059,2029100.607
M,M,6218787.099,2029932.055
M,M,6219269.052,2030073.323
5,L,6338393.972,1882679.033
Z,7,6305133.051,1859770.914
5,L,6294339.004,2004445.49
